post_id,caption,timestamp,mental_health,category,severity
BSKY_154,Please donate to help me find legal representation to return an abused boy to the father who was protecting him from domestic violence. BringSoraHome childabuse domesticviolence ireland japan justice hague trauma children,,Yes,Social Status,High
BSKY_157,I have a bittersweet recollection of my mother of blessed memory having the sudden awful realization that some parents would think raising me to be a genderfuck weirdo was child abuse. Would that all parents were as accepting and supportive.,,Yes,Social Status,High
BSKY_158,"People have stared at me too letting my mother carry things. My mother is stronger than I am and much more mobile. When I learned that I was accused of being abusive, I pointed out that my parents move better than I do and they can just walk away from me. I have no ability to abuse them...",,Yes,Social Status,High
BSKY_159,"I regret talking to my parents sometimes, they don't understand mental health and just say the devil is the blame even though I was constantly beat and had to go to school with bruises over me. Christian parents just will never admit they just abuse kids and think they are doing something right.",,Yes,Social Status,High
BSKY_160,"As a ten year old we moved from LA to the Seattle area. For some reason my parents chose to begin sending my two brothers and I to an Episcopal church on Sundays. Not a shred of it made any sense to me To this day, for me, the concept of Religious Indoctrination reeks of child abuse.",,Yes,Social Status,High
BSKY_161,"I had tried to come out as trans in 2010, my close irl friends I told were very supportive and respectful, but my parents rejected it hard enough that it left me in a state of questioning and severe depression until 2017 It was a pretty big factor of my problematic alcohol abuse during that time",,Yes,Social Status,High
BSKY_162,the internet is the only reason as a child that i was able to identify what my parents were doing to me was abuse. it was also the only contact i had with other queer kids. it allowed me to know that i was not broken for being who i am. there are ways to make the internet safer without doing this.,,Yes,Social Status,High
BSKY_163,"I refused to see it when it came out and still do. It just felt like abuse of children to me, having trouble with my own weight. It's the parents who should have been punished not them.",,Yes,Social Status,High
BSKY_164,"I, like many children, grew up with abusive, dysfunctional parents. While I spent time with kind relatives they were only brief exposures during visits. My teachers were the only adults with whom I spent long periods of exposure that gave me and my siblings blocks of normalcy away from the abuse.",,Yes,Social Status,High
BSKY_165,"force. i latched onto kris HARD i was also the weird, closeted trans kid that got kinda neglected by my parents and my peers. the weird route, which especially focuses on cocsa and the cycle of abuse, really made me feel seen and still does with every new release",,Yes,Social Status,High
BSKY_166,"c n abuse, transphobia The current state of my life summed up I'm a trans person being abused by transphobic parents who justify their treatment of me with the belief that trans people are abusers.",,Yes,Social Status,High
BSKY_167,The number of American woman with abuse in their past The Time Loops Take me to your parents My way may not be your way But my way leaves,,Yes,Social Status,High
BSKY_168,"I used to hate my oldest sister because she did once abuse me and my parents always enabled her absolute worst habits at my expense they dug into my college fund and spent it dry but you know what, she's still the only person who hurt me but then actually went to therapy, changed, and apologized.",,Yes,Social Status,High
BSKY_169,"A little over a year ago, I finally cut my parents out of my life after two decades of abuse and causing lifelong physical disabilities, and my mom keeps trying to contact me and it's honestly pissing me the fuck off She was never the most tactful but like",,Yes,Social Status,High
BSKY_170,"Mother's and Father's Days are really difficult for me and it's not because my parents are gone, they're still alive. I'm just tired of knowing they have no clue how much effort I've had to put into my adulthood to fix the many things they broke due to abuse and my health issues they ignored. ego",,Yes,Social Status,High
BSKY_171,"The things my sister did went way beyond ratting me out. She went above beyond my parents took matters in her own hands. Like, serious abuse. Pushed me into a 2nd story window, shattering it. Punched me in the face. Dug her nails into my sister. Humiliated me in front of her friends. Ad nauseum",,Yes,Social Status,High
BSKY_172,"Even thou I dont remember my first parents, I respect them fur being responsible enough to say I shouldnt or I cant raise a kid. They at least tried to give me a better life. My adoptive parents tried to control and abuse me. When they couldnt anymore they disowned me NoContact BadDad NotRealLove",,Yes,Social Status,High
BSKY_173,"I also came from an abusive upbringing including CSA, and my fathers abuse was so bad that he tried to kill me I became suicidal as a result of his abuse home life I'm only speaking from my perspective and experiences which of course won't apply the same to all parents, kids how kids turn out",,Yes,Social Status,High
BSKY_174,"it was my father who stepped in and protected me from my mother s wrath and abuse when i was a child. they re both dead now, but i will only recognize one of my parents on their holiday",,Yes,Social Status,High
BSKY_175,"After my parents' divorce, I was forced to maintain contact until my early teens but when he didn't invite me to or even tell me about his remarriage I think everyone gave up on forcing it. I talked mad shit about his abuse at his memorial and it was glorious. IDK why they invited me at all.",,Yes,Social Status,High
BSKY_176,i love that my abuse neglectful parents have morphed me into the worst possible version of myself and that i hate everything about myself because i never have lived up to their endlessly stupid fucking expectations of me,,Yes,Social Status,High
BSKY_177,"CW Child abuse When I was young I nearly died because my parents refused to take me to the hospital. I was isolated for a full week, not allowed solid foods, no visitors, and the get well present from my classmates was returned by my parents. I never forgave them, over 25 years later.",,Yes,Social Status,High
BSKY_178,I'm not going to people please for people who treat me like shit and ignore the abuse they put me through for basically my entire life. My brother threatened to kill my ex husband 3 years ago. My grandmother wants me to spend time with her even though she let my parents physically and sexually abuse,,Yes,Social Status,High
BSKY_179,It's soo humiliating. Oh I had chances to not harm others I just didn't know deescalation was possible since parents partners friends had always treated me lesser Clocking out of the Domestic Abuse factory to clock into the Child Rape factory and my only joy is my you're so mature for your age job,,Yes,Social Status,High
BSKY_180,and they refused to help. I was living paycheck to paycheck and missing one of my shifts essentially bankrupted me. So I cried to go home to my parents. Back in the nest of abuse that I came from. Mother never talked to me about what happened. Step dad silently glared at me every day.,,Yes,Social Status,High
BSKY_181,"She point blank told me she was turning me into APS. Then she asked when I wanted to schedule my next visit to see her? I wanted to say NEVER instead I said, I would have to get back with her. She was unable to explain to me why she thought my parents were not safe at home! What abuse? Neglect?!",,Yes,Social Status,High
BSKY_182,She reported she is going to tell the social worker to give me everything I ask for. My parents need support and me asking for it is not abuse nor neglect. That is appropriate and the right thing to do. There is no reason to remove my parents from their home. The VA social worker,,Yes,Social Status,High
BSKY_183,"CW Eating disorders, abuse Before I could even walk. Parents, grandparents, aunts.... Various forms of neglect, abuse... Force feeding me until I felt sick only to turn around and starve me. My body did what it needed and held onto everything and now it doesnt know any better. 2",,Yes,Social Status,High
BSKY_184,APS came and interviewed my parents and inspected the house. She told me that my parents were safe and the report of abuse and neglect are rejected. She is talking to the VA social worker and telling her to give me everything I asked. Asking for assistance is NOT abusive nor neglectful,,Yes,Social Status,High
BSKY_185,I understand. It's abuse now but back when it was being tough love conservative parents. They loved me the best they knew to from their parents. All are passed on and forgiven. I always tried to be a better parent. If I was is a question can only be answered by my children. All good.,,Yes,Social Status,High
BSKY_186,I think I m going to have to revisit moving house again One of my mother s followers shoved some shit through my letterbox yesterday and the anger I feel is affective my work AGAIN and I told her to leave me alone already Why is me having PTSD and chronic fatigue from my parents abuse not enough??,,Yes,Social Status,High
BSKY_187,"Reuploaded because CW Child abuse. The toy box comic text in the alt text. I was told repeatedly with every spanking beating how lucky I was. Always told when I was your age I got the belt, you're lucky it's just a wooden spoon my hand as if that's a justification for child abuse.",,Yes,Social Status,High
BSKY_188,"I composed a quick and dirty laundry list of illegal and mostly criminally insane things my parents have done to me over the past month , the past year and the past longer than that ... This goes beyond extreme Domestic Abuse I have lived on my own and or in other countries for most of the time",,Yes,Social Status,High
BSKY_189,"Favouritism exists cause parents don't wanna be blamed for being abusive my parents favoured my older siblings sibling on sibling abuse happened to me for years now there's no one except my twin sister and the abuse is still happening cause my mom enabled abuse, I'm the scapegoat",,Yes,Social Status,High
BSKY_190,"au idea 04 cw non consensual drugging, child abuse, implied medical abuse omegaverse au where steve and eddie were childhood friends, up until eddie presented as omega and steve s parents forbade him from contact. they tried to hang out at school, but steve s parents must have said",,Yes,Social Status,High
BSKY_191,"The other irony being parents secretly hate you if you're good? Seemingly? I was treated as odd cos my parents had very little blackmail on me. Survival I spent my childhood gray rocking my narcissitic mother and trying avoid abuse from my half sisters, trying to be as invisible as possible!",,Yes,Social Status,High
BSKY_192,"I remember the polio shot I got I was paralyzed for a week. I thank God I got the shot for a brief moment, I experienced a far worst outcome. My parents me. It never crossed their minds to abuse me by denying me the vaccines that prevented disease death. Educated people who understood science.",,Yes,Social Status,High
BSKY_193,"In middle school, teachers normalized the abuse I experienced at the hands of other students. My parents told me I needed to let things roll off my back. What none of the adults understood was that I was like a cornered animal. autism aspergers bullying open.substack.com pub julieesr...",,Yes,Social Status,High
BSKY_194,"Maybe it's because my grandparents raised me and my parents were absent pieces of shit, but I wouldn't help anyone who abused me. Abuse is abuse, doesn't matter who the abuser is.",,Yes,Social Status,High
BSKY_195,"having had to move all the way over to the other side of the country to live with my parents again to escape domestic abuse, ripping me away from all of my friends, struggling to make friends out here... everything feels so cold and i dont know how to recover or move on",,Yes,Social Status,High
BSKY_196,Old married guy finally coming out to his family Look you don t know it but I m into shoe gaze! Shoegaze! Shoe gaze! When I m alone in the car I listen to Gomez! Silversun Pickups! Airborne Toxic Event! My Bloody Valentine!,,Yes,Social Status,Medium
BSKY_199,"Donald Trump's friends and family are absolutely the LAST people I'd trust to build a nuclear reactor, or anything else involving radioactive or other toxic materials. If you thought Three Mile Island and Chernobyl were bad...",,Yes,Social Status,Medium
BSKY_212,"I bet they were told it was nothing, too. I got poisoned with the airline that I worked for with a mechanical and toxic fumes. They basically shrugged it all off. I had to fight to get disability, lost my retirement and job, and then they told me I left voluntarily to avoid benefits. Capitalism",,Yes,Appearance,Medium
BSKY_225,"No longer? An ambulance ride at 21 when I broke my leg and took an ambulance about two miles, pretty much fucked me from the start. Couldn't pay that bill due to the whole broken leg, lost my job thing. That snowballed with the medical debt. That all piled onto my credit before I even understood",,Yes,Appearance,Medium
BSKY_227,I have been beaten. I have had my nose broken. I have been thrown in jail. I have lost my job. I have lost my apartment for gay liberation and you all treat me this way? What the fuck's wrong with you all? Sylvia Rivera's speech 1973,,Yes,Appearance,Medium
BSKY_228,"Decendants of the anti civil rights movement and the snake oil christian charlatans found a population of country music caricatures I lost my job, spouse, truck, dog, etc. through AM radio, and built a self serving, perpetual gene pool of cult followers. 60 years of blaming others for failure.",,Yes,Appearance,Medium
BSKY_235,"This post is supposed to be a sales post for the new Innsmouth supplement. And it does a job at that. But I lost my old Innsmouth and... Everything Chaosium in the house fire and so I feel sad. That said, if you don't have my baggage, get this. Innsmouth was an amazing supplement.",,Yes,Appearance,Low
BSKY_239,"In college some of the NoVA kids used to call me a brick but even if my parents could have afforded it, I wouldn't have gotten access to blockers and HRT on account of being a pastors kid. Even if my parents understood at the time, my dad would've lost his job. The deacons abused me for being gay.",,Yes,Appearance,High
BSKY_240,I wish i could do a poll on here yet if I were to post a ko fi link for raising funds to buy a hotel for the direction of BFC would you be mad at me. I hate asking for money. Yet also if anyone wants to room with me feel free to dm me. I have no money tho. I sadly lost my job on June 30th,,Yes,Appearance,Low
BSKY_251,"Sadly apparently lost to time like tears in the rain, but I remember Siobhan from Bananarama Shakespear's Sister doing a cracking job of Driving In My Car on the 'guess the intro' round on Never Mind The Buzzcocks TOTP",,Yes,Appearance,Low
BSKY_292,These guys are so lost. I can't imagine being a young woman having to deal with this absolute cringe advice in my day to day life. Mark does a stellar job poking holes in their broken logic. IMO Flip the genders and these guys would scream man hater!! Dating Psych youtu.be KevTBc07wm8?...,,Yes,Appearance,Medium
BSKY_297,"Things are... really, really bad for me in the real world. I have been depressed since my teen years and it keeps getting worse. I am unemployed and severely isolated. As much as I love my friends online, it's the physicality that's really tearing me up. I have no friends in my vicinity",,Yes,Appearance,Medium
BSKY_298,"Well, I am officially unemployed for a week or two until the new business takes over. It's sad to see the old place go. Since I have no income if y'all want Needle Felted rocks or silly scuffy sketches check out my Etsy and vGen respectively! Anything helps! I'll link it below.",,Yes,Appearance,Low
BSKY_299,My sister is on holiday and recovering from an ankle strain and I am unemployed and depressed which means we have now spent almost three weeks holed up together and I think we may kill each other soon,,Yes,Appearance,Medium
BSKY_301,I think the saddest people always try their hardest to make people happy. Because they know what it's like to feel absolutely worthless and they don't want anybody else to feel like that.,,Yes,Appearance,Low
BSKY_302,No I get you re fedposting to feel better I m just saying your opinion is worthless,,Yes,Appearance,Low
BSKY_303,"I just want this AI shit to go away. My brain is good enough, actually. I don t need some genAI program to help me make. I m so upset. I feel like everything I achieved in crafts is worthless",,Yes,Appearance,Low
BSKY_304,sometimes i think i m unlikable and worthless but then a bartender comps my draft pour and knocks my to go beer down to wholesale value and i feel like i gotta be wrong about the unlikability.,,Yes,Appearance,Low
BSKY_305,Was there something I could've said to make it all stop hurting? It kills me how your mind can make you feel so worthless.,,Yes,Appearance,Low
BSKY_306,"You know. I know we all know book burning is BAD, but like, we all have read one book so abhorrent, worthless, and dogshit that we feel like no person should ever be subjected to reading the garbage within it... a tree died for that shit too. How fucked.",,Yes,Appearance,Low
BSKY_307,"These HRT timelines only include, like, 3 5 years. After that there's still changes ofc. This year I experienced My arms look like my mom's. I'm the most cishet looking of my colleagues. Instead of thinking I'm worthless because I'm trans I started to feel worthless because I'm a woman.",,Yes,Appearance,Low
BSKY_308,"Watch me whore myself out to other men while you sit there with your pathetic little cuck dick, hubby. You love it when I make you feel like a worthless piece MORE ON cuckoldloser",,Yes,Appearance,Low
BSKY_309,you're not worthless I hope things get better for you and that you feel better I know there's friends who care about you if you need to please take a break,,Yes,Appearance,Low
BSKY_310,"Hate the feeling when someone is wanting a certain type of energy vibe from me, and I just don't have the energy, and I can tell they really want something, and it just makes me feel like I'm fucking worthless, and I know it'll lead to distance, but I need space.... fuck... fuck fuck fuck",,Yes,Appearance,Low
BSKY_311,i try so hard just to have my efforts reduced to nothing and it makes me feel fucking worthless,,Yes,Appearance,Low
BSKY_312,"I grew up thinking everything was an opportunity to justify existing, but there are people out there who won't make you feel worthless. You just have to let yourself meet them.",,Yes,Appearance,Low
BSKY_313,The U.S. needs to stop electing such worthless idiots. I feel like I am watching something from a dystopian horror movie. How do people like this get power?,,Yes,Appearance,Low
BSKY_314,"Like the worst part is that im starting to internalise it. I dont want that worthless old mans opinions of my perceived attitude to influence my own sense of self. I really feel like im rapidly losing my personhood at this job im ngl. As ironic as it is, customer service jobs are so dehumanizing",,Yes,Appearance,Low
BSKY_315,im trying to get my mind off of it by drawing but the feedback i got while constructive just made me feel kinda worthless. but then again id probably get overwhelmed and cry in a corner after hours at that job anyway,,Yes,Appearance,Low
BSKY_316,"i can t accept ai into my life because i fail to understand how it s supposed to be just as or more satisfying to get the end result now this instant, than after putting time and effort into doing it myself. if i got a drawing, 3d model or a game object script instantly, i d feel truly worthless.",,Yes,Appearance,Medium
BSKY_317,I feel so fucking worthless right now. I'm sorry.,,Yes,Appearance,Low
BSKY_318,see I too can just say shit and make other people feel worthless about normal human functions,,Yes,Appearance,Low
BSKY_319,I can't keep living off 1600 month that just goes to nothing but debts. I feel so fucking worthless.,,Yes,Appearance,Low
BSKY_320,"i remember how all of this has led me to feel comfortable about the idea of dying. i am worthless so it doesn t matter if i die, and when i die it will be like sleeping as my consciousness, a product of my brain s function, faded into nothingness. i would be lying if i said i m 100 not afraid but",,Yes,Appearance,Low
BSKY_321,"By the sounds of it, that letter was worthless Not going to lie, I feel little to nothing for the kids of oligarches.",,Yes,Appearance,Low
BSKY_323,Republicans pursue real minors because they hate consent and love violating others to feel powerful for once in their sad worthless lives. I pursue fictional ones because God failed by not giving middle school girls the faculties to consent to getting railed. We are built different.,,Yes,Appearance,Medium
BSKY_324,Feeling worthless But I see you Fearfully wonderfully made My beloved child You are enough Psalm 139 14 Please Like Follow For Feel blessing!,,Yes,Appearance,Low
BSKY_325,"i can't tell how i feel about it because on one hand it's nice for a recap episode to not be fundamentally worthless in the circumstances that it would be, but plot development in an episode that's 70 recap is uniquely frustrating on its own",,Yes,Appearance,Low
BSKY_326,I feel worthless but I had to delete my insta after everyone I loved betrayed me,,Yes,Appearance,Low
BSKY_327,He s made me feel so worthless and stupid lately . He doesn t even know that the reason why I kept crying yesterday was because of him.,,Yes,Appearance,Low
BSKY_328,I feel like a worthless sack of shit tbh. I can't afford food for my family or pets. Debating contacting a food bank but feel like there's people who need it more than me. I have pantry stuff I'll make it work. Being a single mom isn't for the weak. Let alone being disabled..,,Yes,Appearance,Low
BSKY_329,Maybe everyone wants a yacht a space project feel worthless with just a Beemer McMansion. Monopolies like Amazon FB are behind a lot of it. Great inventions turned into dependencies. Pay or disappear. They will be public utilities someday. I don t think soon but eventually owned by users.,,Yes,Appearance,Low
BSKY_330,my friend keeps saying his grades are bad when he's got a higher gpa than me and i keep saying that his gpa is higher than mine but i know damn well i feel worthless over my own gpa even tho realistically i am probably above average,,Yes,Appearance,Low
BSKY_331,"I was with you over 40 years ago, and feel your anger received their ridicule. It's been hard to keep up the fight. Faith is worthless. Optimism is unconsciousness. Realism is truth. You have a voice. Scream from your mountaintop like an offering of art and let it go.",,Yes,Appearance,Low
BSKY_332,"I still feel really fucking depressed. Like, worthless and useless. Alone and unloved. That feeling was never going to magically go away by itself. The people in my life decided to pile more hatred and abuse on top of what I already went through to make me feel even worse. Fucking sociopaths.",,Yes,Appearance,High
BSKY_333,I feel genuine homicidal violence toward the fucking PPA you stupid worthless fucking cunts,,Yes,Appearance,Low
BSKY_334,"Reminder SPCX at even 5 of its current price will give Musk his fellow insiders truly obscene profits while unloading worthless garbage on unsuspecting investors in Nasdaq 100 Russell 1000 index funds and on other retail bag holders, but for them I feel zero sympathy .",,Yes,Appearance,Low
BSKY_335,"I've been trying to be bold enough to compliment people more. I can't control when other peoples' actions make me feel small or worthless. I can't control which people leave which stay. But I can choose to be kind. I can choose to brighten someone else's day a bit, bc we can all use some sunshine.",,Yes,Appearance,Low
BSKY_336,"I feel like the median anti LLM position has morphed from this tech is a worthless scam to OK the tech is extraordinary but the people behind it are bad, the externalities are bad, and the boom is a bubble. Which is a vast improvement! At least mostly reality based discussion is possible now.",,Yes,Appearance,Low
BSKY_337,"promised, especially since there's zero budget for it outside of my own pocket money, but also because just working on it seems like an uphill battle against my mental state. I feel completely useless and worthless and incapable of doing anything. I barely go out, barely do anything I like",,Yes,Appearance,Low
BSKY_338,they might as well say don't use wireless earphones because the switch's wireless earphones compatibility is so bad that I feel like they'd be worthless for a rhythm game,,Yes,Appearance,Low
BSKY_340,You feel worthless. Wondering if you matter. But I call you precious. You are honored. Forever loved by me. Isaiah 43 4 Please Like Follow For Feel blessing!,,Yes,Appearance,Low
BSKY_341,whenever i feel real down i try to prop myself up like im really good at x but its just kind of i can fufill my purpose nd that only reinfoces it . without it i am worthless,,Yes,Appearance,Low
BSKY_342,"Robin Williams is said to have said I think the saddest people always try their hardest to make people happy because they know what it s like to feel absolutely worthless and they don t want anyone else to feel like that. He probably didn t, but I like to remember him with that on his birthday.",,Yes,Appearance,Low
BSKY_343,You feel worthless Your heart feels empty I see your value You are priceless Rest in my love 1 Peter 2 9 Please Like Follow For Feel blessing!,,Yes,Appearance,Low
BSKY_344,"I serve a God that tells me that I'm more precious than rubies. Proverbs 3 15 When the world makes you feel worthless, remember Heaven calls you priceless. Rubies fade. Gold rusts. But your worth in Christ is eternal. You are not forgotten. You are not cheap. You are chosen, loved, and more.",,Yes,Appearance,Low
BSKY_345,"In other news finished main story for granblue reeling ragnarok. God this game is so good. There s a lot that will be missed if you aren t a fan of the mobage, been even so it s such a fun game. I only have two major complaints, power creep is so real. A lot of the old chars feel worthless now.",,Yes,Appearance,Low
BSKY_346,rant i do love my art but im too mentally fragile for everything so i feel worthless as fuck and get convinced that my art sucks when i dont get the result validation i want,,Yes,Appearance,Low
BSKY_347,I wish people considered pulling a trans woman an achievement I do But nobody thinks I'm a prize or a catch It makes me feel kind of worthless,,Yes,Appearance,Low
BSKY_348,"This is too much. I feel so worthless. My job is hell, my friend is losing their home, and everyone around me is so lost, and I can't help them or myself. I'm so fucked",,Yes,Appearance,Low
BSKY_349,"I m so tired of giving everything to succeed only to keep failing. I feel worthless, stupid, and just awful. If any of you have gone through feeling like a failure at work or at life and are okay now, what did you do to succeed?",,Yes,Appearance,Medium
BSKY_350,I feel like such a worthless useless detriment to everyone,,Yes,Appearance,Low
BSKY_351,You feel worthless. Like no one sees. I see you. You are precious. Worth my all. Isaiah 43 4 Please Like Follow For Feel blessing!,,Yes,Appearance,Low
BSKY_352,I feel like my kinks kinda boil down to being acknowledged as worthless but someone else finding value in me despite that. I shall choose to keep thinking this is a normal thought process.,,Yes,Appearance,Low
BSKY_353,Well shrugging off feeling completely worthless is not... NOT doing anything. I am curious if being like that's just how I feel that's not who I am is going to end in me completely crashing and burning like ignoring it does.,,Yes,Appearance,Low
BSKY_354,"The search in File Explorer now seems to search for files that match any ONE of the words you typed in. So like, if I search for dog GIF it'll show me files that have dog in the name, or are a GIF. Making it next to worthless. IDK, maybe this was always an issue, but I feel like it wasn't",,Yes,Appearance,Low
BSKY_355,"today is my rest day, cuz I don t want to over do it, and I can t help but feel utterly and completely worthless. like there is soooo much still to do!",,Yes,Appearance,Low
BSKY_356,The weird thing about being treated badly by someone who s abusive and sadistic is that I m the one who winds up sobbing and having suicidal thoughts because I feel so worthless. That shouldn t be happening to me! I know this asshole is wrong and also spiteful!,,Yes,Appearance,High
BSKY_357,I feel terrible for the troops that lost their lives in this worthless meaningless war. What a shame.,,Yes,Appearance,Low
BSKY_358,I really like that he's been pretty explicitly telling everyone he's just going to continue doing the starmer agenda. makes the change in leadership feel exquisitely worthless.,,Yes,Appearance,Low
BSKY_359,"i do not wish to go onto a detailed reason why i feel this way, but it's to do with the fact that I truly believe any form of feedback on a 'creative art' given by people who themselves have not experienced what it's like to CREATE art of that form is worthless",,Yes,Appearance,Low
BSKY_360,"I just hate how vapid the writing is. 75 of the characters just feel worthless. The emblems are a bright spot, but even they feel hollow because the game doesn't go into detail on their backstories. They just exist as a moral support to alear",,Yes,Appearance,Low
BSKY_361,One of those days where I don't really wanna do anything and just... sulk in a corner cause I feel absolutely worthless.,,Yes,Appearance,Low
BSKY_362,maybe it's the fact I've stopped taking my meds NOT STOPPING PERMANENTLY JUST TESTING AND SWITCHING and also the double shifts but man I hate feeling so worthless and irritated at everything I want to have sunshine and rainbows and y'know things with the family are baby steps better ? but I feel,,Yes,Appearance,Low
BSKY_363,I feel like so many magic players have this awkward pile of cards that aren't worthless but are also INCREDIBLY difficult to sell individually. Believe me when I say this is the literal perfect solution for that. This is the second batch of 12 packs we've gotten from this place.,,Yes,Appearance,Low
BSKY_364,"I always ask myself when I am sick, why do I feel guilty for feeling like crap? Then I remember how my dad would always yell at me, scream at me, call me worthless, lazy. Even when I became an adult and was diagnosed with my disabilities, he told me I was faking. Fun fun",,Yes,Appearance,Low
BSKY_365,"4 patients take advantage of it. That's true, because they're completely worthless ask me how I know unlike with an actual physical, which Medicare used to pay for, there's no real exam. Got a problem you want your doctor to look at or feel? Nope not part of the assessment, which asks...",,Yes,Appearance,Low
BSKY_366,"i can't stop crying, i feel fucking worthless",,Yes,Appearance,Low
BSKY_367,Honestly i feel that im worthless To the point i push people away Because i feel i only cause peoblems for others,,Yes,Appearance,Low
BSKY_368,"On one hand Paw , I should stop getting into worthless discourse on here with uneducated people. But on the other hand Paw , they say some of the most outrageous stuff that I feel like I HAVE to say something.. xD",,Yes,Appearance,Low
BSKY_369,I wanna blow my fucking brains out God I fucking hate this I hate it please I just want to not feel alone and unimportant and worthless for like one day please like just onve,,Yes,Appearance,Low
BSKY_370,"It's strange living with such a present sense of cognitive dissonance. I know people deserve love, and yet I always treat myself like I haven t earned it. I know people shouldn't feel like they have to have some kind of worth to form friendships. And yet I feel like I'm worthless to those around me.",,Yes,Appearance,Low
BSKY_371,"have you. I feel like a worthless piece of shit... and the worst part is, I'm believing it all. All the nasty shit my mind tells me... it's all true, eh? I have no talent, I have nothing, and the rejections are demotivating. I've tried therapy before but it was just a basic just don't think",,Yes,Appearance,Low
BSKY_372,"I feel that, but honestly he should receive the very best health care and be forced to rot in a cell while we watch on a 24 hour webcam. Let him eat kale and steamed chicken three times a day for the remainder of his worthless fucking life.",,Yes,Appearance,Low
BSKY_373,"As much as I like drawing, it will all feel worthless if no one will like my visual novel. I'm drawing for this project alone, I've started drawing for this project alone. I'm doing my best to make it nice, but I hope I'll be lucky enough.",,Yes,Appearance,Low
BSKY_374,"I know what its like to be in pain feel worthless so I do everything i can to make people smile, to make them laugh..because i never want anyone in life to have to feel that worthlessness feeling but instead just feel joy",,Yes,Appearance,Low
BSKY_375,"I hear you and feel for you. I left here 5 days ago in tears because someone told me I was worthless, so I believed it. No more, I Love and value myself and we can enjoy the kindness from others to reinforce our self appreciation and the self esteem towards ourselves! I Love, see and hear you!",,Yes,Appearance,Low
BSKY_376,"drawing aegyo sal is so hard for me for no reason its like the line literally wont show up on my skin at all i ended up not being able to have a look remotely similar to pien, so i feel worthless and ugly now",,Yes,Appearance,Low
BSKY_377,Good morning Loser! I am ready to make you feel even more worthless. Get on your knees and worship ME! Live now at worship findom femdom humiliation domination cei joi nsfw domina humanatm drain livegirl camcontacts paypig loser,,Yes,Appearance,Low
BSKY_378,"I hear it was something along the lines of your editor is supposed to break your heart and make you feel worthless and... yeah, no. Absolutely do not work with an editor who undermines you like that. And definitely not one who would post about it proudly on the interwebs in the year 2026.",,Yes,Appearance,Low
BSKY_379,"It literally makes me feel so worthless, hopeless, disgusting, and beyond saving every time why do I fucking hurt myself like that if all it brings me is so much hatred of myself??? Doesn't even help me feel better in any way, it's just a stupid fucking distraction.",,Yes,Appearance,Medium
BSKY_384,"I hate that for some people orgasm makes them sleepy, but instead, for me, it gives me a freaky energy boost Can't just wank myself to sleep, that would never work, yeah I'd be less stressed but I'd also be freaky awake Just pondering, thinking, rambling away my ideas That is all",,Yes,Appearance,Low
BSKY_430,hit with the sad reality I have no friends nearby like my brother does so i'm just sitting in my chair wanting to do things but can't,,Yes,Social Status,Low
BSKY_435,In the past I had a mentality of Oh no I got depressed and did not talk to my friends for several months. SURELY they don't want to talk to me anymore and I have ruined the relationship And I'm really glad that now I am talking to people that I haven't talked to in a while and actually it's ok,,Yes,Social Status,Medium
BSKY_437,"I should also add that it makes it difficult to even want to reach out to people I'm close to. I barely talk to anyone anymore. It's like I'm stuck in a paradox. I either have no friends, or deal with immense anxiety when talking to people. It's a lose lose situation no matter what.",,Yes,Social Status,Medium
BSKY_439,"I want friends, but I have no energy for them. I'm bored, but I don't actually want to do anything. I want to feel connected, but I can't carry anyone else's weight right now, especially not their trauma.",,Yes,Social Status,High
BSKY_453,oh the like grounding excercises people... I assumed they were a thing. Maybe I just have friends who know stuff like that and bring it up when I feel stressed and there is no such corner...,,Yes,Social Status,Low
BSKY_457,"People are way too desensitized to emotional abuse. I promise that you don't deserve to be treated poorly by friends, family, or anyone. People will make excuses for abusive behavior and have no sympathy for victims. Don't do the same to yourself. You deserve better.",,Yes,Social Status,High
BSKY_499,"i stress out when jm alone, i get frustrated talking to people online, i feel lonely around real people, i cant bloody win can i?",,Yes,Social Status,Medium
BSKY_500,had a shitty dream that made me feel incredibly lonely and ignored when I took a nap and it's been coloring my mood since then,,Yes,Social Status,Medium
